student_id,student_type,subtype,timestep,marks,study_hours,attendance_pct,assignment_completion,sleep_hours,focus_score
STU0129,improving,late_bloomer,5,66,5.8,91,0.72,7.5,6.8
STU0129,improving,late_bloomer,6,80,6.3,92,0.74,7.5,7.6
STU0130,stable,mid_stable,1,61,4.3,77,0.81,7.1,7.6
STU0130,stable,mid_stable,2,55,3.8,80,0.87,6.2,7.2
STU0130,stable,mid_stable,3,60,4.1,73,0.88,7.0,7.2
STU0130,stable,mid_stable,4,59,4.4,77,0.81,6.9,7.5
STU0130,stable,mid_stable,5,57,4.2,79,0.82,6.8,7.7
STU0130,stable,mid_stable,6,58,4.2,82,0.91,6.5,7.8
STU0131,stable,mid_stable,1,69,3.5,69,0.72,6.0,6.2
STU0131,stable,mid_stable,2,69,4.0,69,0.77,6.0,5.4
STU0131,stable,mid_stable,3,71,3.9,68,0.81,5.8,5.8
STU0131,stable,mid_stable,4,69,3.5,77,0.79,5.8,5.9
STU0131,stable,mid_stable,5,70,3.8,67,0.86,6.2,5.3
STU0131,stable,mid_stable,6,69,3.6,73,0.78,5.3,5.4
STU0132,improving,late_bloomer,1,50,3.4,67,0.63,5.3,6.1
STU0132,improving,late_bloomer,2,46,3.3,67,0.65,5.4,6.4
STU0132,improving,late_bloomer,3,48,3.1,63,0.67,5.4,6.7
STU0132,improving,late_bloomer,4,79,5.3,74,0.71,5.6,7.0
STU0132,improving,late_bloomer,5,78,5.8,80,0.73,5.6,6.7
STU0132,improving,late_bloomer,6,100,6.2,80,0.76,5.8,6.8
STU0133,improving,late_bloomer,1,54,2.5,75,0.55,6.7,5.9
STU0133,improving,late_bloomer,2,53,2.7,73,0.59,6.7,6.3
STU0133,improving,late_bloomer,3,55,2.9,71,0.64,6.9,6.1
STU0133,improving,late_bloomer,4,69,4.3,84,0.66,7.2,6.5
STU0133,improving,late_bloomer,5,90,4.9,83,0.69,7.1,6.6
STU0133,improving,late_bloomer,6,90,5.8,90,0.73,7.2,6.8
STU0134,erratic,high_erratic,1,52,4.8,95,0.98,7.7,5.5
STU0134,erratic,high_erratic,2,80,3.0,100,0.75,7.9,8.8
STU0134,erratic,high_erratic,3,78,6.4,100,0.42,6.1,7.0
STU0134,erratic,high_erratic,4,66,2.5,100,0.92,8.9,6.7
STU0134,erratic,high_erratic,5,55,4.9,88,0.57,6.5,5.2
STU0134,erratic,high_erratic,6,94,4.7,87,0.55,5.9,4.4
STU0135,declining,fast_decliner,1,76,4.9,88,0.84,8.6,7.3
STU0135,declining,fast_decliner,2,69,4.8,84,0.76,8.4,6.5
STU0135,declining,fast_decliner,3,67,4.2,78,0.71,8.5,6.7
STU0135,declining,fast_decliner,4,65,3.8,80,0.65,8.3,6.5
STU0135,declining,fast_decliner,5,47,3.4,71,0.59,8.1,5.8
STU0135,declining,fast_decliner,6,42,2.9,62,0.55,7.7,5.4
STU0136,improving,slow_improver,1,54,3.1,72,0.79,5.8,6.9
STU0136,improving,slow_improver,2,58,3.2,75,0.78,5.9,6.9
STU0136,improving,slow_improver,3,54,3.5,75,0.84,5.9,7.2
STU0136,improving,slow_improver,4,59,3.7,74,0.88,5.9,7.5
STU0136,improving,slow_improver,5,62,4.2,80,0.88,6.1,7.2
STU0136,improving,slow_improver,6,76,4.3,84,0.93,6.0,7.3
STU0137,declining,fast_decliner,1,81,5.4,86,0.92,8.7,9.1
STU0137,declining,fast_decliner,2,76,5.0,82,0.87,8.5,8.5
STU0137,declining,fast_decliner,3,68,4.7,81,0.78,8.1,8.4
STU0137,declining,fast_decliner,4,68,4.6,71,0.74,8.2,8.0
STU0137,declining,fast_decliner,5,51,3.8,67,0.68,7.8,8.0
STU0137,declining,fast_decliner,6,37,3.7,72,0.63,7.8,7.7
STU0138,stable,mid_stable,1,55,2.8,73,0.56,7.1,6.2
STU0138,stable,mid_stable,2,61,3.1,75,0.66,7.0,6.5
STU0138,stable,mid_stable,3,56,2.9,72,0.58,7.0,6.4
STU0138,stable,mid_stable,4,56,3.3,72,0.64,6.7,6.4
STU0138,stable,mid_stable,5,55,2.7,72,0.57,7.0,6.5
STU0138,stable,mid_stable,6,62,3.4,75,0.55,7.0,7.2
STU0139,stable,low_stable,1,37,1.9,66,0.41,6.1,4.8
STU0139,stable,low_stable,2,41,3.0,76,0.54,5.7,5.2
STU0139,stable,low_stable,3,36,1.8,74,0.49,5.4,4.6
STU0139,stable,low_stable,4,41,2.0,74,0.41,5.2,4.3
STU0139,stable,low_stable,5,43,2.9,73,0.42,5.4,4.8
STU0139,stable,low_stable,6,38,2.1,71,0.41,5.2,5.3
STU0140,erratic,low_erratic,1,51,2.2,67,0.68,5.8,8.0
STU0140,erratic,low_erratic,2,44,2.4,68,0.1,5.1,3.4
STU0140,erratic,low_erratic,3,37,2.0,50,0.55,6.3,8.0
STU0140,erratic,low_erratic,4,66,0.5,62,0.75,6.9,4.7
STU0140,erratic,low_erratic,5,42,3.8,49,0.15,4.8,7.2
STU0140,erratic,low_erratic,6,46,3.8,72,0.64,6.9,6.0
STU0141,improving,slow_improver,1,66,4.5,63,0.7,6.7,6.3
STU0141,improving,slow_improver,2,63,4.8,65,0.72,6.9,6.1
STU0141,improving,slow_improver,3,73,5.2,71,0.75,7.0,6.3
STU0141,improving,slow_improver,4,77,5.4,73,0.76,7.3,7.0
STU0141,improving,slow_improver,5,78,5.0,71,0.8,7.3,6.8
STU0141,improving,slow_improver,6,76,5.8,71,0.81,7.5,7.0
STU0142,erratic,low_erratic,1,48,4.1,76,0.84,4.9,3.7
STU0142,erratic,low_erratic,2,27,4.6,89,0.35,4.2,3.8
STU0142,erratic,low_erratic,3,38,3.2,84,0.27,4.1,3.7
STU0142,erratic,low_erratic,4,32,2.6,84,0.28,4.5,7.3
STU0142,erratic,low_erratic,5,35,3.6,66,0.86,4.5,5.4
STU0142,erratic,low_erratic,6,26,1.9,84,0.27,5.7,3.3
STU0143,improving,slow_improver,1,67,4.1,73,0.68,6.2,5.2
STU0143,improving,slow_improver,2,68,4.6,76,0.69,6.4,5.3
STU0143,improving,slow_improver,3,67,4.4,76,0.73,6.5,5.7
STU0143,improving,slow_improver,4,77,5.2,77,0.76,6.3,6.0
STU0143,improving,slow_improver,5,78,5.1,74,0.8,6.4,6.0
STU0143,improving,slow_improver,6,89,5.4,84,0.84,6.6,6.3
STU0144,declining,burnout,1,84,6.8,91,0.97,4.6,7.4
STU0144,declining,burnout,2,84,7.1,94,0.89,4.4,7.0
STU0144,declining,burnout,3,74,6.7,91,0.85,4.3,6.7
STU0144,declining,burnout,4,64,4.5,71,0.78,4.3,6.1
STU0144,declining,burnout,5,59,4.1,77,0.74,4.1,6.2
STU0144,declining,burnout,6,28,3.1,63,0.66,4.0,6.1
STU0145,improving,fast_improver,1,42,5.3,84,0.65,7.6,7.6
STU0145,improving,fast_improver,2,47,5.4,87,0.68,7.5,7.9
STU0145,improving,fast_improver,3,57,6.3,95,0.7,7.5,8.2
STU0145,improving,fast_improver,4,65,6.6,99,0.75,7.8,8.4
STU0145,improving,fast_improver,5,68,6.7,100,0.76,7.7,8.6
STU0145,improving,fast_improver,6,62,7.2,100,0.8,8.1,8.6
STU0146,improving,fast_improver,1,46,4.8,74,0.84,8.1,6.0
STU0146,improving,fast_improver,2,55,5.2,80,0.88,8.2,6.4
STU0146,improving,fast_improver,3,64,5.7,81,0.94,8.4,6.5
STU0146,improving,fast_improver,4,61,6.4,79,0.96,8.3,6.5
STU0146,improving,fast_improver,5,61,6.6,83,0.99,8.7,6.9
STU0146,improving,fast_improver,6,68,7.2,84,0.99,8.6,7.4
STU0147,erratic,high_erratic,1,68,6.6,84,0.57,7.5,3.2
STU0147,erratic,high_erratic,2,78,5.1,72,0.42,6.5,7.8
STU0147,erratic,high_erratic,3,74,7.8,91,0.88,6.2,2.5
STU0147,erratic,high_erratic,4,54,6.9,91,0.98,5.0,4.2
STU0147,erratic,high_erratic,5,55,5.2,83,0.85,7.5,6.1
STU0147,erratic,high_erratic,6,81,3.3,98,1.0,8.1,7.6
STU0148,declining,fast_decliner,1,81,4.6,94,0.96,8.1,7.3
STU0148,declining,fast_decliner,2,75,4.2,88,0.91,8.2,6.9
STU0148,declining,fast_decliner,3,62,3.9,83,0.84,7.9,6.6
STU0148,declining,fast_decliner,4,55,3.3,79,0.76,7.8,6.5
STU0148,declining,fast_decliner,5,57,3.1,81,0.74,7.3,5.9
STU0148,declining,fast_decliner,6,50,2.5,70,0.64,7.4,5.7
STU0149,declining,fast_decliner,1,82,5.6,91,0.81,6.8,8.7
STU0149,declining,fast_decliner,2,77,5.3,86,0.75,6.5,8.2
STU0149,declining,fast_decliner,3,66,4.6,80,0.7,6.3,8.1
STU0149,declining,fast_decliner,4,66,4.4,75,0.63,6.2,7.9
STU0149,declining,fast_decliner,5,57,4.2,68,0.55,5.8,7.6
STU0149,declining,fast_decliner,6,60,3.3,80,0.48,5.7,7.2
STU0150,erratic,high_erratic,1,66,3.7,65,0.93,6.1,5.1
STU0150,erratic,high_erratic,2,66,3.8,83,0.54,8.9,4.0
STU0150,erratic,high_erratic,3,75,4.2,77,0.24,7.2,2.6
STU0150,erratic,high_erratic,4,59,5.2,82,0.46,6.8,4.2
STU0150,erratic,high_erratic,5,81,5.5,84,0.33,5.4,6.0
STU0150,erratic,high_erratic,6,85,6.4,55,0.85,6.2,7.0
STU0151,declining,burnout,1,88,6.3,86,0.99,5.2,7.3
STU0151,declining,burnout,2,90,5.9,88,0.9,5.2,6.8
STU0151,declining,burnout,3,92,5.8,86,0.86,4.6,6.6
STU0151,declining,burnout,4,56,3.7,71,0.79,4.7,6.4
STU0151,declining,burnout,5,56,3.0,71,0.74,4.3,6.1
STU0151,declining,burnout,6,59,2.0,55,0.69,4.2,5.5
STU0152,improving,slow_improver,1,50,3.2,76,0.61,6.0,5.4
STU0152,improving,slow_improver,2,48,3.5,77,0.64,6.1,5.8
STU0152,improving,slow_improver,3,48,3.6,78,0.65,6.3,5.9
STU0152,improving,slow_improver,4,59,3.7,78,0.68,6.2,5.6
STU0152,improving,slow_improver,5,55,4.2,80,0.72,6.4,6.1
STU0152,improving,slow_improver,6,59,4.3,82,0.75,6.6,6.5
STU0153,erratic,high_erratic,1,84,4.4,48,1.0,8.9,7.4
STU0153,erratic,high_erratic,2,90,7.0,48,0.51,8.8,5.3
STU0153,erratic,high_erratic,3,65,6.3,72,1.0,8.4,5.0
STU0153,erratic,high_erratic,4,81,3.5,58,0.99,7.2,5.5
STU0153,erratic,high_erratic,5,74,5.6,56,0.98,9.1,9.0
STU0153,erratic,high_erratic,6,62,5.2,68,1.0,8.9,7.5
STU0154,declining,burnout,1,82,5.9,88,0.87,5.2,8.2
STU0154,declining,burnout,2,85,5.9,91,0.82,5.2,8.4
STU0154,declining,burnout,3,83,5.8,89,0.76,5.0,8.1
STU0154,declining,burnout,4,48,3.2,70,0.67,4.8,7.4
STU0154,declining,burnout,5,62,2.3,70,0.64,4.8,7.1
STU0154,declining,burnout,6,27,1.9,59,0.59,4.7,6.7
STU0155,stable,mid_stable,1,70,3.1,76,0.8,6.8,5.6
STU0155,stable,mid_stable,2,76,3.2,78,0.8,7.2,5.6
STU0155,stable,mid_stable,3,68,2.8,78,0.9,7.5,5.6
STU0155,stable,mid_stable,4,70,2.7,79,0.78,7.6,5.5
STU0155,stable,mid_stable,5,75,2.8,77,0.9,6.6,5.2
STU0155,stable,mid_stable,6,76,3.4,69,0.9,6.9,5.7
STU0156,erratic,low_erratic,1,34,0.5,69,0.51,4.3,4.9
STU0156,erratic,low_erratic,2,41,0.5,79,0.71,7.3,3.9
STU0156,erratic,low_erratic,3,47,3.7,58,0.28,4.3,2.9
STU0156,erratic,low_erratic,4,26,0.5,70,0.71,5.5,6.3
STU0156,erratic,low_erratic,5,41,3.1,58,0.22,4.0,4.5
STU0156,erratic,low_erratic,6,23,3.0,76,0.7,7.1,7.2
STU0157,stable,low_stable,1,38,2.4,75,0.42,4.4,6.5
STU0157,stable,low_stable,2,45,2.0,73,0.5,4.3,6.2
STU0157,stable,low_stable,3,46,2.0,70,0.47,4.9,5.8
STU0157,stable,low_stable,4,47,2.8,73,0.41,4.7,6.3
STU0157,stable,low_stable,5,47,2.6,69,0.5,5.0,5.2
STU0157,stable,low_stable,6,46,2.3,67,0.43,4.2,6.2
STU0158,improving,late_bloomer,1,44,3.1,62,0.64,5.5,5.3
STU0158,improving,late_bloomer,2,48,3.6,63,0.68,5.6,5.4
STU0158,improving,late_bloomer,3,49,3.5,61,0.7,5.8,5.9
STU0158,improving,late_bloomer,4,60,4.9,75,0.76,5.8,5.6
STU0158,improving,late_bloomer,5,70,5.8,85,0.78,5.9,6.1
STU0158,improving,late_bloomer,6,80,6.3,88,0.79,6.3,6.5
STU0159,erratic,low_erratic,1,34,3.7,68,0.61,4.2,4.4
STU0159,erratic,low_erratic,2,20,3.1,51,0.29,4.9,2.9
STU0159,erratic,low_erratic,3,47,2.3,70,0.07,4.0,3.2
STU0159,erratic,low_erratic,4,30,2.4,63,0.54,4.0,5.3
STU0159,erratic,low_erratic,5,30,2.3,58,0.63,6.5,2.1
STU0159,erratic,low_erratic,6,27,3.2,54,0.28,4.0,4.7
STU0160,improving,fast_improver,1,57,3.9,74,0.9,8.3,8.9
STU0160,improving,fast_improver,2,67,4.5,77,0.94,8.6,9.3
STU0160,improving,fast_improver,3,79,4.8,80,0.93,8.7,9.6
STU0160,improving,fast_improver,4,84,5.3,85,0.99,8.8,9.7
STU0160,improving,fast_improver,5,80,6.1,93,1.0,8.8,9.6
STU0160,improving,fast_improver,6,92,6.3,96,1.0,8.9,10.0
STU0161,improving,late_bloomer,1,60,1.8,69,0.71,6.2,4.6
STU0161,improving,late_bloomer,2,62,1.4,67,0.75,6.1,4.6
STU0161,improving,late_bloomer,3,62,1.7,68,0.77,6.3,5.0
STU0161,improving,late_bloomer,4,75,3.2,74,0.8,6.2,5.5
STU0161,improving,late_bloomer,5,98,3.7,87,0.86,6.3,5.2
STU0161,improving,late_bloomer,6,83,4.5,92,0.86,6.7,5.9
STU0162,declining,fast_decliner,1,74,5.5,79,1.0,8.3,8.6
STU0162,declining,fast_decliner,2,63,5.2,76,0.95,8.0,8.5
STU0162,declining,fast_decliner,3,59,4.7,71,0.89,8.0,8.1
STU0162,declining,fast_decliner,4,62,4.1,68,0.81,7.7,7.8
STU0162,declining,fast_decliner,5,48,4.0,67,0.78,7.4,7.7
STU0162,declining,fast_decliner,6,39,3.3,60,0.71,7.5,7.1
STU0163,declining,burnout,1,72,6.9,83,0.98,4.8,9.3
STU0163,declining,burnout,2,69,6.5,83,0.9,4.6,9.1
STU0163,declining,burnout,3,66,6.3,85,0.85,4.6,8.9
STU0163,declining,burnout,4,50,4.0,67,0.79,4.2,8.6
STU0163,declining,burnout,5,43,3.4,51,0.73,4.2,8.1
STU0163,declining,burnout,6,33,2.7,62,0.69,4.0,8.1
STU0164,declining,slow_decliner,1,57,4.7,75,0.72,7.1,6.5
STU0164,declining,slow_decliner,2,59,4.7,74,0.66,7.1,6.4
STU0164,declining,slow_decliner,3,48,4.4,68,0.62,7.1,6.0
STU0164,declining,slow_decliner,4,51,4.3,67,0.55,6.6,5.9
STU0164,declining,slow_decliner,5,43,4.1,65,0.5,6.4,5.6
STU0164,declining,slow_decliner,6,57,3.5,71,0.42,6.6,5.3
STU0165,stable,low_stable,1,31,3.1,65,0.69,5.7,5.9
STU0165,stable,low_stable,2,34,2.4,57,0.64,5.4,6.3
STU0165,stable,low_stable,3,41,2.8,62,0.68,6.3,5.9
STU0165,stable,low_stable,4,30,2.5,68,0.71,5.7,6.4
STU0165,stable,low_stable,5,37,2.8,58,0.66,5.6,6.6
STU0165,stable,low_stable,6,32,2.8,61,0.7,5.5,5.3
STU0166,stable,high_stable,1,73,5.0,95,0.94,6.6,8.9
STU0166,stable,high_stable,2,81,4.7,93,1.0,7.1,8.8
STU0166,stable,high_stable,3,74,4.8,97,0.94,7.0,8.3
STU0166,stable,high_stable,4,79,5.1,96,0.93,6.7,8.3
STU0166,stable,high_stable,5,79,4.5,93,0.93,6.7,8.9
STU0166,stable,high_stable,6,76,5.3,94,0.99,7.2,8.4
STU0167,improving,slow_improver,1,46,2.8,67,0.73,6.2,6.6
STU0167,improving,slow_improver,2,49,3.0,68,0.76,6.5,7.2
STU0167,improving,slow_improver,3,49,3.6,71,0.8,6.5,7.6
STU0167,improving,slow_improver,4,48,3.9,73,0.83,6.7,7.4
STU0167,improving,slow_improver,5,52,3.9,76,0.89,6.8,7.4
STU0167,improving,slow_improver,6,51,4.0,77,0.9,6.9,7.6
STU0168,declining,slow_decliner,1,72,4.3,68,0.68,7.3,7.8
STU0168,declining,slow_decliner,2,73,4.5,66,0.64,7.1,7.3
STU0168,declining,slow_decliner,3,75,4.3,62,0.58,6.8,7.2
STU0168,declining,slow_decliner,4,63,3.8,64,0.52,6.8,6.6
STU0168,declining,slow_decliner,5,57,3.4,54,0.43,6.6,6.8
STU0168,declining,slow_decliner,6,67,3.7,52,0.37,6.4,6.4
STU0169,stable,high_stable,1,78,5.4,92,0.91,7.4,9.2
STU0169,stable,high_stable,2,78,5.3,96,0.88,7.7,8.7
STU0169,stable,high_stable,3,77,5.5,95,0.94,7.5,9.0
STU0169,stable,high_stable,4,82,5.1,95,0.93,7.0,9.2
STU0169,stable,high_stable,5,79,5.6,91,0.95,7.0,8.7
STU0169,stable,high_stable,6,79,5.5,95,0.95,7.3,8.6
STU0170,stable,low_stable,1,44,1.4,56,0.41,7.3,5.0
STU0170,stable,low_stable,2,46,1.2,59,0.29,7.2,5.9
STU0170,stable,low_stable,3,40,1.3,59,0.3,7.0,5.9
STU0170,stable,low_stable,4,51,1.9,61,0.33,7.0,5.4
STU0170,stable,low_stable,5,44,1.6,60,0.33,6.6,4.8
STU0170,stable,low_stable,6,46,0.8,55,0.37,6.9,5.5
STU0171,declining,burnout,1,71,6.0,95,0.99,4.8,7.8
STU0171,declining,burnout,2,72,5.9,94,0.94,4.6,7.3
STU0171,declining,burnout,3,69,5.7,90,0.85,4.5,7.2
STU0171,declining,burnout,4,37,3.5,80,0.82,4.1,6.5
STU0171,declining,burnout,5,35,2.3,79,0.75,4.1,6.5
STU0171,declining,burnout,6,38,1.6,68,0.68,4.0,6.4
STU0172,declining,fast_decliner,1,86,5.8,82,0.74,8.3,8.6
STU0172,declining,fast_decliner,2,76,5.3,75,0.68,7.9,8.6
STU0172,declining,fast_decliner,3,72,4.9,74,0.65,8.0,8.0
STU0172,declining,fast_decliner,4,68,4.6,74,0.6,7.6,7.9
STU0172,declining,fast_decliner,5,54,4.2,64,0.54,7.6,8.0
STU0172,declining,fast_decliner,6,49,3.4,55,0.47,7.4,7.1
STU0173,erratic,low_erratic,1,52,5.8,71,0.27,6.3,7.0
STU0173,erratic,low_erratic,2,65,3.6,68,0.01,6.4,8.7
STU0173,erratic,low_erratic,3,55,1.1,79,0.62,7.9,7.4
STU0173,erratic,low_erratic,4,63,2.2,87,0.29,6.3,3.5
STU0173,erratic,low_erratic,5,62,5.7,86,0.7,7.4,8.4
STU0173,erratic,low_erratic,6,59,2.5,68,0.51,7.4,8.3
STU0174,improving,late_bloomer,1,56,1.9,76,0.71,5.7,5.8
STU0174,improving,late_bloomer,2,55,1.9,72,0.72,6.1,6.4
STU0174,improving,late_bloomer,3,60,1.6,74,0.78,6.1,6.5
STU0174,improving,late_bloomer,4,85,3.4,90,0.8,6.3,6.8
STU0174,improving,late_bloomer,5,94,3.9,88,0.83,6.3,7.1
STU0174,improving,late_bloomer,6,94,4.5,90,0.83,6.1,7.1
STU0175,improving,slow_improver,1,65,4.5,82,0.65,7.8,7.8
STU0175,improving,slow_improver,2,72,4.7,86,0.66,7.7,8.1
STU0175,improving,slow_improver,3,74,5.0,87,0.71,7.8,8.3
STU0175,improving,slow_improver,4,79,5.1,84,0.73,7.8,8.8
STU0175,improving,slow_improver,5,75,5.3,92,0.77,7.9,8.6
STU0175,improving,slow_improver,6,91,5.3,87,0.8,8.3,8.7
STU0176,improving,late_bloomer,1,42,3.2,66,0.72,7.0,5.1
STU0176,improving,late_bloomer,2,44,3.5,64,0.75,6.8,5.3
STU0176,improving,late_bloomer,3,43,3.3,65,0.78,6.8,5.6
STU0176,improving,late_bloomer,4,64,4.9,76,0.8,7.1,5.7
STU0176,improving,late_bloomer,5,68,5.8,75,0.82,7.3,5.5
STU0176,improving,late_bloomer,6,71,6.4,84,0.88,7.1,6.2
STU0177,declining,slow_decliner,1,53,2.6,82,0.8,7.1,8.7
STU0177,declining,slow_decliner,2,55,2.7,76,0.75,7.0,8.2
STU0177,declining,slow_decliner,3,52,2.4,73,0.66,6.5,7.8
STU0177,declining,slow_decliner,4,51,2.2,80,0.62,6.5,7.3
STU0177,declining,slow_decliner,5,48,2.3,74,0.55,6.1,7.1
STU0177,declining,slow_decliner,6,49,1.9,72,0.5,6.1,7.1
STU0178,improving,fast_improver,1,34,4.4,90,0.79,7.8,8.0
STU0178,improving,fast_improver,2,40,4.8,89,0.82,7.9,8.1
STU0178,improving,fast_improver,3,42,5.5,92,0.86,8.1,8.7
STU0178,improving,fast_improver,4,48,5.7,96,0.89,8.2,8.6
STU0178,improving,fast_improver,5,57,6.5,100,0.92,8.6,8.9
STU0178,improving,fast_improver,6,79,6.6,96,0.92,8.4,8.9
STU0179,stable,high_stable,1,78,5.5,86,0.89,7.3,8.5
STU0179,stable,high_stable,2,79,5.5,86,0.94,7.6,8.5
STU0179,stable,high_stable,3,75,5.5,86,0.99,7.4,8.5
STU0179,stable,high_stable,4,77,5.9,90,0.93,7.1,8.5
STU0179,stable,high_stable,5,78,5.7,85,0.86,6.9,8.4
STU0179,stable,high_stable,6,80,5.7,87,0.94,7.1,8.6
STU0180,erratic,low_erratic,1,30,3.0,40,0.61,4.0,6.6
STU0180,erratic,low_erratic,2,35,4.0,65,0.13,4.0,6.8
STU0180,erratic,low_erratic,3,34,3.9,40,0.69,4.0,9.1
STU0180,erratic,low_erratic,4,40,2.0,68,0.45,6.0,5.8
STU0180,erratic,low_erratic,5,24,2.4,66,0.56,5.0,4.3
STU0180,erratic,low_erratic,6,52,4.8,40,0.7,4.9,5.6
STU0181,declining,slow_decliner,1,75,3.9,88,0.74,6.7,6.5
STU0181,declining,slow_decliner,2,76,4.0,85,0.68,6.3,5.7
STU0181,declining,slow_decliner,3,76,3.4,83,0.61,6.1,5.7
STU0181,declining,slow_decliner,4,64,3.5,83,0.56,6.1,5.6
STU0181,declining,slow_decliner,5,69,3.3,77,0.51,6.0,5.1
STU0181,declining,slow_decliner,6,68,3.3,74,0.45,5.5,4.7
STU0182,declining,slow_decliner,1,75,5.1,82,0.87,5.8,6.6
STU0182,declining,slow_decliner,2,71,4.8,76,0.8,5.7,5.9
STU0182,declining,slow_decliner,3,76,4.4,74,0.77,5.7,6.0
STU0182,declining,slow_decliner,4,74,4.4,73,0.68,5.4,5.3
STU0182,declining,slow_decliner,5,61,3.9,76,0.63,5.0,5.1
STU0182,declining,slow_decliner,6,67,3.8,75,0.57,5.2,4.5
STU0183,declining,burnout,1,78,5.8,93,0.86,5.1,9.2
STU0183,declining,burnout,2,75,5.4,91,0.79,5.0,9.0
STU0183,declining,burnout,3,82,5.3,95,0.77,5.0,8.4
STU0183,declining,burnout,4,54,3.4,70,0.68,4.8,8.5
STU0183,declining,burnout,5,36,2.3,62,0.64,4.3,7.9
STU0183,declining,burnout,6,45,1.8,67,0.57,4.3,7.4
STU0184,erratic,low_erratic,1,53,0.5,46,0.79,6.3,6.1
STU0184,erratic,low_erratic,2,36,2.6,56,0.39,5.6,5.0
STU0184,erratic,low_erratic,3,53,2.4,41,0.94,5.1,3.9
STU0184,erratic,low_erratic,4,35,0.5,54,0.28,6.9,5.7
STU0184,erratic,low_erratic,5,48,0.5,41,0.31,4.0,2.5
STU0184,erratic,low_erratic,6,40,2.8,43,0.41,4.4,1.0
STU0185,erratic,low_erratic,1,58,0.5,40,0.19,4.0,4.9
STU0185,erratic,low_erratic,2,52,0.5,60,0.26,5.3,3.5
STU0185,erratic,low_erratic,3,48,3.4,53,0.29,4.0,4.9
STU0185,erratic,low_erratic,4,67,2.6,40,0.29,5.9,3.1
STU0185,erratic,low_erratic,5,65,1.7,45,0.52,4.0,3.2
STU0185,erratic,low_erratic,6,38,0.5,40,0.09,6.9,6.2
STU0186,improving,slow_improver,1,52,3.9,66,0.56,6.9,6.1
STU0186,improving,slow_improver,2,54,4.1,68,0.62,6.8,6.2
STU0186,improving,slow_improver,3,54,4.1,69,0.62,7.3,6.1
STU0186,improving,slow_improver,4,57,4.5,76,0.68,7.1,6.8
STU0186,improving,slow_improver,5,67,4.7,75,0.68,7.2,6.6
STU0186,improving,slow_improver,6,57,4.9,80,0.71,7.5,6.9
STU0187,improving,fast_improver,1,50,3.3,75,0.67,6.5,6.3
STU0187,improving,fast_improver,2,57,3.9,81,0.71,6.6,6.6
STU0187,improving,fast_improver,3,70,4.1,85,0.71,7.0,6.6
STU0187,improving,fast_improver,4,62,4.9,86,0.74,7.1,6.7
STU0187,improving,fast_improver,5,86,5.3,86,0.8,6.9,7.0
STU0187,improving,fast_improver,6,90,5.8,96,0.8,7.0,7.2
STU0188,erratic,low_erratic,1,21,2.3,79,0.37,6.7,4.2
STU0188,erratic,low_erratic,2,47,4.5,61,0.69,4.0,4.1
STU0188,erratic,low_erratic,3,27,3.9,62,0.29,4.0,4.6
STU0188,erratic,low_erratic,4,41,0.5,83,0.34,6.2,3.2
STU0188,erratic,low_erratic,5,22,1.7,51,0.32,4.0,8.1
STU0188,erratic,low_erratic,6,20,0.5,55,0.43,7.0,6.7
STU0189,improving,slow_improver,1,69,2.2,74,0.75,5.7,5.3
STU0189,improving,slow_improver,2,74,2.2,78,0.78,5.8,5.8
STU0189,improving,slow_improver,3,72,2.4,78,0.82,5.8,5.7
STU0189,improving,slow_improver,4,82,2.7,76,0.84,6.2,5.9
STU0189,improving,slow_improver,5,71,3.0,81,0.9,6.1,6.0
STU0189,improving,slow_improver,6,87,3.3,80,0.91,6.1,6.6
STU0190,declining,fast_decliner,1,83,5.6,83,0.93,8.1,6.9
STU0190,declining,fast_decliner,2,70,5.1,81,0.87,7.8,6.2
STU0190,declining,fast_decliner,3,65,4.6,76,0.83,7.7,6.3
STU0190,declining,fast_decliner,4,65,4.4,73,0.76,7.6,5.8
STU0190,declining,fast_decliner,5,52,3.5,72,0.7,7.5,5.7
STU0190,declining,fast_decliner,6,53,3.2,72,0.66,7.0,5.2
STU0191,stable,high_stable,1,73,4.0,89,0.92,8.6,9.3
STU0191,stable,high_stable,2,77,4.0,90,0.81,8.3,9.3
STU0191,stable,high_stable,3,73,4.1,87,0.9,8.5,8.5
STU0191,stable,high_stable,4,72,4.3,88,0.87,8.7,8.6
STU0191,stable,high_stable,5,73,4.1,88,0.83,8.2,9.2
STU0191,stable,high_stable,6,77,3.9,89,0.87,8.3,8.9
STU0192,declining,fast_decliner,1,77,4.9,83,0.83,7.8,6.3
STU0192,declining,fast_decliner,2,75,4.5,81,0.77,7.9,6.5
STU0192,declining,fast_decliner,3,66,3.6,76,0.7,7.4,5.8
STU0192,declining,fast_decliner,4,65,3.4,75,0.65,7.5,5.9
STU0192,declining,fast_decliner,5,51,3.0,78,0.58,7.2,5.5
STU0192,declining,fast_decliner,6,58,2.4,76,0.52,6.8,4.7
STU0193,stable,low_stable,1,34,1.4,57,0.36,4.4,4.2
STU0193,stable,low_stable,2,37,0.8,62,0.41,4.9,4.0
STU0193,stable,low_stable,3,34,0.6,54,0.46,4.2,3.4
STU0193,stable,low_stable,4,38,1.7,61,0.36,5.1,3.9
STU0193,stable,low_stable,5,36,1.3,54,0.38,5.3,3.6
